"Graffiti Types","Null Mean MHI","P Value","Observed MHI Value","Scenario","Error Rate","Replicate","Deficit (%)"
"Tag vs SITS",0.810176791753387,0.005,0.723876947287806,"Diffuse with cross-pole bleed",0.05,19,10.6519768702348
"Masterpiece vs Tag",0.467196393790721,0.005,0.411578960369057,"Diffuse with cross-pole bleed",0.05,20,11.9045082883447
"Masterpiece vs SITS",0.521107583724964,0.005,0.450315213186783,"Diffuse with cross-pole bleed",0.05,20,13.584981825086
"Tag vs SITS",0.807373044225521,0.005,0.718794808544224,"Diffuse with cross-pole bleed",0.05,20,10.9711658464231
"Masterpiece vs Tag",0.584502149594255,0.005,0.554850965483006,"Diffuse with cross-pole bleed",0.1,1,5.07289564834476
"Masterpiece vs SITS",0.621583259932124,0.005,0.577431199631706,"Diffuse with cross-pole bleed",0.1,1,7.10316109626878
"Tag vs SITS",0.819196007744342,0.005,0.754463171590491,"Diffuse with cross-pole bleed",0.1,1,7.90199604757509
"Masterpiece vs Tag",0.593220146726158,0.01,0.566838535858858,"Diffuse with cross-pole bleed",0.1,2,4.44718727320607
"Masterpiece vs SITS",0.629507912153914,0.005,0.581942189865571,"Diffuse with cross-pole bleed",0.1,2,7.55601659168882
"Tag vs SITS",0.817609316181082,0.005,0.74768021263016,"Diffuse with cross-pole bleed",0.1,2,8.55287509168187
"Masterpiece vs Tag",0.598696457376923,0.005,0.556670391031313,"Diffuse with cross-pole bleed",0.1,3,7.01959495964615
"Masterpiece vs SITS",0.63379446536708,0.005,0.570429158661479,"Diffuse with cross-pole bleed",0.1,3,9.99776901947249
"Tag vs SITS",0.816569160048183,0.005,0.746343486373192,"Diffuse with cross-pole bleed",0.1,3,8.60008889765656
"Masterpiece vs Tag",0.578628666322681,0.005,0.53279013334121,"Diffuse with cross-pole bleed",0.1,4,7.92192569247996
"Masterpiece vs SITS",0.615830168833742,0.005,0.56347367737044,"Diffuse with cross-pole bleed",0.1,4,8.50177437108259
"Tag vs SITS",0.818923137915084,0.005,0.746900088454531,"Diffuse with cross-pole bleed",0.1,4,8.79484851825263
"Masterpiece vs Tag",0.588755939075447,0.005,0.544479974356715,"Diffuse with cross-pole bleed",0.1,5,7.52025784882288
"Masterpiece vs SITS",0.625453998045951,0.005,0.56355380748726,"Diffuse with cross-pole bleed",0.1,5,9.89684145470023
"Tag vs SITS",0.819138398601214,0.005,0.753584662364337,"Diffuse with cross-pole bleed",0.1,5,8.00276685219723
"Masterpiece vs Tag",0.580320621723116,0.005,0.533249041085466,"Diffuse with cross-pole bleed",0.1,6,8.11130586707108
"Masterpiece vs SITS",0.617591563060596,0.005,0.556439361070429,"Diffuse with cross-pole bleed",0.1,6,9.90172237572604
"Tag vs SITS",0.818066163454,0.005,0.751922677669287,"Diffuse with cross-pole bleed",0.1,6,8.08534672861239
"Masterpiece vs Tag",0.594735501541849,0.005,0.543027401292879,"Diffuse with cross-pole bleed",0.1,7,8.69430194009222
"Masterpiece vs SITS",0.631128042040416,0.005,0.570800323421651,"Diffuse with cross-pole bleed",0.1,7,9.55871306616763
"Tag vs SITS",0.818321129914219,0.005,0.75396812178002,"Diffuse with cross-pole bleed",0.1,7,7.86402865351222
"Masterpiece vs Tag",0.59362435449387,0.005,0.545707371325789,"Diffuse with cross-pole bleed",0.1,8,8.07193687478262
"Masterpiece vs SITS",0.629698239780008,0.005,0.572416674229299,"Diffuse with cross-pole bleed",0.1,8,9.09666915548649
"Tag vs SITS",0.817678873875272,0.005,0.747316634073662,"Diffuse with cross-pole bleed",0.1,8,8.6051189592485
"Masterpiece vs Tag",0.591752532286306,0.005,0.551793274382371,"Diffuse with cross-pole bleed",0.1,9,6.75269740706425
"Masterpiece vs SITS",0.627430643207838,0.005,0.564717948972552,"Diffuse with cross-pole bleed",0.1,9,9.99515961073518
"Tag vs SITS",0.816996102941232,0.005,0.743921728504839,"Diffuse with cross-pole bleed",0.1,9,8.94427454100718
"Masterpiece vs Tag",0.598066640939588,0.005,0.565599880782052,"Diffuse with cross-pole bleed",0.1,10,5.42861914293179
"Masterpiece vs SITS",0.634180906652674,0.005,0.584249055178345,"Diffuse with cross-pole bleed",0.1,10,7.87343973155524
"Tag vs SITS",0.817317728638343,0.005,0.753257899535277,"Diffuse with cross-pole bleed",0.1,10,7.83781225568049
"Masterpiece vs Tag",0.598144780790687,0.005,0.564384643644311,"Diffuse with cross-pole bleed",0.1,11,5.64414139027476
"Masterpiece vs SITS",0.632166149095684,0.005,0.577667345918122,"Diffuse with cross-pole bleed",0.1,11,8.62096195051299
"Tag vs SITS",0.819620850173181,0.005,0.747878340970121,"Diffuse with cross-pole bleed",0.1,11,8.75313374323031
"Masterpiece vs Tag",0.594956486978839,0.005,0.557768024849769,"Diffuse with cross-pole bleed",0.1,12,6.25061881716951
"Masterpiece vs SITS",0.630239476188798,0.005,0.59662243432457,"Diffuse with cross-pole bleed",0.1,12,5.33401082196843
"Tag vs SITS",0.817947894343733,0.005,0.755345301024804,"Diffuse with cross-pole bleed",0.1,12,7.65361629412319
"Masterpiece vs Tag",0.586023104760069,0.005,0.554519290149477,"Diffuse with cross-pole bleed",0.1,13,5.37586561940942
"Masterpiece vs SITS",0.622976022652292,0.005,0.569425546430934,"Diffuse with cross-pole bleed",0.1,13,8.59591288816702
"Tag vs SITS",0.818410070774535,0.005,0.753621814795132,"Diffuse with cross-pole bleed",0.1,13,7.91635615115139
"Masterpiece vs Tag",0.602993136704866,0.005,0.574927658637089,"Diffuse with cross-pole bleed",0.1,14,4.65436111282197
"Masterpiece vs SITS",0.63776896047252,0.005,0.594433073215442,"Diffuse with cross-pole bleed",0.1,14,6.79491946816777
"Tag vs SITS",0.816796093878183,0.005,0.754660086284109,"Diffuse with cross-pole bleed",0.1,14,7.60728510576614
"Masterpiece vs Tag",0.584613741883978,0.005,0.550315975493976,"Diffuse with cross-pole bleed",0.1,15,5.86673968344863
"Masterpiece vs SITS",0.622715343449879,0.005,0.556437163142155,"Diffuse with cross-pole bleed",0.1,15,10.6434153269034
"Tag vs SITS",0.816483282708133,0.005,0.753446225424462,"Diffuse with cross-pole bleed",0.1,15,7.72055700572193
"Masterpiece vs Tag",0.589283408542925,0.005,0.558480473438326,"Diffuse with cross-pole bleed",0.1,16,5.2271851978257
"Masterpiece vs SITS",0.625527970292853,0.005,0.577092696918541,"Diffuse with cross-pole bleed",0.1,16,7.74310273474038
"Tag vs SITS",0.818001160608935,0.005,0.754517704167611,"Diffuse with cross-pole bleed",0.1,16,7.76080273456648
"Masterpiece vs Tag",0.587483682377114,0.005,0.536481942741529,"Diffuse with cross-pole bleed",0.1,17,8.68138829477249
"Masterpiece vs SITS",0.625367888797733,0.005,0.561863407793108,"Diffuse with cross-pole bleed",0.1,17,10.1547396567982
"Tag vs SITS",0.819355650710186,0.005,0.749817987902782,"Diffuse with cross-pole bleed",0.1,17,8.48687169571983
"Masterpiece vs Tag",0.588039890171427,0.005,0.543503814144166,"Diffuse with cross-pole bleed",0.1,18,7.57364879009788
"Masterpiece vs SITS",0.625358026094334,0.005,0.564832279980507,"Diffuse with cross-pole bleed",0.1,18,9.67857508631339
"Tag vs SITS",0.816670295800609,0.005,0.745248034272238,"Diffuse with cross-pole bleed",0.1,18,8.74554418051324
"Masterpiece vs Tag",0.609288925045863,0.005,0.577911650035362,"Diffuse with cross-pole bleed",0.1,19,5.14981870188093
"Masterpiece vs SITS",0.643620608018695,0.005,0.59375199682738,"Diffuse with cross-pole bleed",0.1,19,7.74813773362987
"Tag vs SITS",0.820363546713712,0.005,0.759451581099083,"Diffuse with cross-pole bleed",0.1,19,7.42499661992977
"Masterpiece vs Tag",0.579267870772534,0.005,0.54234287081077,"Diffuse with cross-pole bleed",0.1,20,6.37442568884735
"Masterpiece vs SITS",0.618474287502772,0.005,0.579651062425135,"Diffuse with cross-pole bleed",0.1,20,6.2772577392659
"Tag vs SITS",0.818079343020994,0.005,0.748568982789025,"Diffuse with cross-pole bleed",0.1,20,8.49677489414194
"Masterpiece vs Tag",0.65632993879951,0.005,0.634145340439286,"Diffuse with cross-pole bleed",0.15,1,3.38009849143882
"Masterpiece vs SITS",0.678939420335938,0.005,0.634485705584444,"Diffuse with cross-pole bleed",0.15,1,6.54752300720707
"Tag vs SITS",0.828501507512627,0.005,0.779546424770955,"Diffuse with cross-pole bleed",0.15,1,5.90887068976471
"Masterpiece vs Tag",0.662397894011062,0.165,0.653953631642881,"Diffuse with cross-pole bleed",0.15,2,1.2748021158474
"Masterpiece vs SITS",0.684978367112673,0.005,0.650592426531304,"Diffuse with cross-pole bleed",0.15,2,5.02000387637247
"Tag vs SITS",0.828286343286686,0.005,0.775693043522847,"Diffuse with cross-pole bleed",0.15,2,6.34965192775555
"Masterpiece vs Tag",0.662515815901277,0.005,0.637373966626308,"Diffuse with cross-pole bleed",0.15,3,3.79490552097494
"Masterpiece vs SITS",0.684433537528189,0.01,0.656287517506845,"Diffuse with cross-pole bleed",0.15,3,4.11230871634255
"Tag vs SITS",0.824200595414599,0.005,0.775434934625918,"Diffuse with cross-pole bleed",0.15,3,5.91672234404907
"Masterpiece vs Tag",0.654703720124353,0.1,0.643344640447457,"Diffuse with cross-pole bleed",0.15,4,1.73499543804931
"Masterpiece vs SITS",0.677972654260274,0.005,0.623893732845046,"Diffuse with cross-pole bleed",0.15,4,7.97656381498643
"Tag vs SITS",0.830698050167433,0.005,0.784813488745002,"Diffuse with cross-pole bleed",0.15,4,5.52361491798164
"Masterpiece vs Tag",0.653764694709956,0.005,0.626504008250993,"Diffuse with cross-pole bleed",0.15,5,4.16980095125162
"Masterpiece vs SITS",0.67746063393548,0.005,0.636595848476083,"Diffuse with cross-pole bleed",0.15,5,6.03205314263159
"Tag vs SITS",0.82714397557375,0.005,0.78053937580995,"Diffuse with cross-pole bleed",0.15,5,5.63439995213322
"Masterpiece vs Tag",0.659827335832425,0.925,0.672548144390767,"Diffuse with cross-pole bleed",0.15,6,-1.92789959850535
"Masterpiece vs SITS",0.683011153868353,0.185,0.67526248025626,"Diffuse with cross-pole bleed",0.15,6,1.13448712633862
"Tag vs SITS",0.830177494450324,0.005,0.768993811647837,"Diffuse with cross-pole bleed",0.15,6,7.36995199357919
"Masterpiece vs Tag",0.666288094774781,0.015,0.648690066134042,"Diffuse with cross-pole bleed",0.15,7,2.64120412457431
"Masterpiece vs SITS",0.687985906588147,0.005,0.640687841578663,"Diffuse with cross-pole bleed",0.15,7,6.87485958019746
"Tag vs SITS",0.827769425690262,0.005,0.776478957554306,"Diffuse with cross-pole bleed",0.15,7,6.19622645438809
"Masterpiece vs Tag",0.663264206920175,0.005,0.634584148098477,"Diffuse with cross-pole bleed",0.15,8,4.32407757307933
"Masterpiece vs SITS",0.685916764629188,0.005,0.637838142356785,"Diffuse with cross-pole bleed",0.15,8,7.0093960013348
"Tag vs SITS",0.826293379883392,0.005,0.776703870066244,"Diffuse with cross-pole bleed",0.15,8,6.00144101652446
"Masterpiece vs Tag",0.665608382757359,0.035,0.650199660596038,"Diffuse with cross-pole bleed",0.15,9,2.31498318838614
"Masterpiece vs SITS",0.686348132033368,0.005,0.657482678144623,"Diffuse with cross-pole bleed",0.15,9,4.20565782021271
"Tag vs SITS",0.829515241225977,0.005,0.76926176853621,"Diffuse with cross-pole bleed",0.15,9,7.26369687924187
"Masterpiece vs Tag",0.662269280207687,0.02,0.646594883798582,"Diffuse with cross-pole bleed",0.15,10,2.36677087063272
"Masterpiece vs SITS",0.684595573730491,0.005,0.65063269516226,"Diffuse with cross-pole bleed",0.15,10,4.96101346129964
"Tag vs SITS",0.828003434635599,0.005,0.774100419453902,"Diffuse with cross-pole bleed",0.15,10,6.50999898393163
"Masterpiece vs Tag",0.664583520067737,0.005,0.636857699408008,"Diffuse with cross-pole bleed",0.15,11,4.17190914648367
"Masterpiece vs SITS",0.686524772736671,0.005,0.644891833514929,"Diffuse with cross-pole bleed",0.15,11,6.06430253868073
"Tag vs SITS",0.825154761766897,0.005,0.776761519429917,"Diffuse with cross-pole bleed",0.15,11,5.86474738791497
"Masterpiece vs Tag",0.65736946051784,0.025,0.637300915737883,"Diffuse with cross-pole bleed",0.15,12,3.05285626809427
"Masterpiece vs SITS",0.681165676465725,0.005,0.64912360617679,"Diffuse with cross-pole bleed",0.15,12,4.7040054124846
"Tag vs SITS",0.829286030550572,0.005,0.770469087540937,"Diffuse with cross-pole bleed",0.15,12,7.09247965633597
"Masterpiece vs Tag",0.663517553367738,0.01,0.637548295929499,"Diffuse with cross-pole bleed",0.15,13,3.91387647642931
"Masterpiece vs SITS",0.685211480272587,0.005,0.652764323543118,"Diffuse with cross-pole bleed",0.15,13,4.73534925546808
"Tag vs SITS",0.824601113880204,0.005,0.770817276066247,"Diffuse with cross-pole bleed",0.15,13,6.52240664105759
"Masterpiece vs Tag",0.663551839207523,0.015,0.644032127028596,"Diffuse with cross-pole bleed",0.15,14,2.94170116418321
"Masterpiece vs SITS",0.685474196202828,0.005,0.654599406388537,"Diffuse with cross-pole bleed",0.15,14,4.50415055523919
"Tag vs SITS",0.827180613576266,0.005,0.763192676323218,"Diffuse with cross-pole bleed",0.15,14,7.73566693933987
"Masterpiece vs Tag",0.660293231046349,0.1,0.650530853067732,"Diffuse with cross-pole bleed",0.15,15,1.47849130047068
"Masterpiece vs SITS",0.683294550177424,0.065,0.668220973882884,"Diffuse with cross-pole bleed",0.15,15,2.20601441803192
"Tag vs SITS",0.824828377001835,0.005,0.770799027773069,"Diffuse with cross-pole bleed",0.15,15,6.55037468826628
"Masterpiece vs Tag",0.66293440127246,0.01,0.637922859181264,"Diffuse with cross-pole bleed",0.15,16,3.77285324810233
"Masterpiece vs SITS",0.683691620152613,0.005,0.645953339680748,"Diffuse with cross-pole bleed",0.15,16,5.51978104740284
"Tag vs SITS",0.826133877129719,0.005,0.771491201680762,"Diffuse with cross-pole bleed",0.15,16,6.61426397847345
"Masterpiece vs Tag",0.657180961862045,0.01,0.634652394833089,"Diffuse with cross-pole bleed",0.15,17,3.42806142240084
"Masterpiece vs SITS",0.680682068294269,0.005,0.641907961584077,"Diffuse with cross-pole bleed",0.15,17,5.69636082927185
"Tag vs SITS",0.822318083197362,0.005,0.757635668729679,"Diffuse with cross-pole bleed",0.15,17,7.86586307529361
"Masterpiece vs Tag",0.668094278856847,0.005,0.640929139202234,"Diffuse with cross-pole bleed",0.15,18,4.06606380481133
"Masterpiece vs SITS",0.688852999806607,0.005,0.641162119175365,"Diffuse with cross-pole bleed",0.15,18,6.92323044896821
"Tag vs SITS",0.828172799033142,0.005,0.774862411845991,"Diffuse with cross-pole bleed",0.15,18,6.43710916965493
"Masterpiece vs Tag",0.663309791345285,0.005,0.640202418802622,"Diffuse with cross-pole bleed",0.15,19,3.4836471350434
"Masterpiece vs SITS",0.684884949117882,0.005,0.649945553185354,"Diffuse with cross-pole bleed",0.15,19,5.10149857688209
"Tag vs SITS",0.827817879279293,0.005,0.779353655197099,"Diffuse with cross-pole bleed",0.15,19,5.85445486202684
"Masterpiece vs Tag",0.650257762127534,0.005,0.611634886340169,"Diffuse with cross-pole bleed",0.15,20,5.93962548959004
"Masterpiece vs SITS",0.674923552098516,0.005,0.62327323739693,"Diffuse with cross-pole bleed",0.15,20,7.65276519703468
"Tag vs SITS",0.829048344705099,0.005,0.774979506275995,"Diffuse with cross-pole bleed",0.15,20,6.52179559544712
